# 中華語文大辭典
# https://github.com/g0v/moedict-data-csld/blob/master/中華語文大辭典全稿-20160620.csv
# 对应中華語文知識庫（台灣版）数据；
#
# 正體字形	簡化字形	字詞流水序	音序	臺／陸特有詞	臺／陸特有音	臺灣漢拼	大陸漢拼

一針見血	一针见血	1000010421				yìzhēn-jiànxiě	yīzhēn-jiànxiě
一笑千金		1000010422				yíxiào-qiānjīn	yīxiào-qiānjīn
一笑置之		1000010423				yíxiào-zhìzhī	yīxiào-zhìzhī
一眚		1000010424				yìshěnɡ	yīshěnɡ
一氧化碳	一氧化碳	1000010426				yìyǎnɡhuàtàn	yīyǎnɡhuàtàn
一氣	一气	1000010427				yíqì	yīqì
一氣之下	一气之下	1000010428				yíqìzhīxià	yīqìzhīxià
一氣呵成	一气呵成	1000010429				yíqì-hēchénɡ	yīqì-hēchénɡ
一個	一个	1000010430				yíɡe	yīɡe
一個心眼兒	一个心眼儿	1000010431				yí ɡe xīnyǎr	yī ɡe xīnyǎnr
一個巴掌拍不響	一个巴掌拍不响	1000010432				yí ɡe bāzhǎnɡ pāi bù xiǎnɡ	yī ɡe bāzhɑnɡ pāi bù xiǎnɡ
一個勁兒	一个劲儿	1000010433				yíɡejìnɡr	yīɡejìnr
一個個	一个个	1000010434				yíɡèɡe	yīɡèɡe
一個鼻孔出氣	一个鼻孔出气	1000010435				yíɡe bíkǒnɡ chūqì	yīɡe bíkǒnɡ chūqì
一個頭兩個大	一个头两个大	1000010436		▲		yíɡe tóu liǎnɡɡe dà	yīɡe tóu liǎnɡɡe dà
一個錢打二十四個結	一个钱打二十四个结	1000010437				yí ɡe qián dǎ èrshísì ɡe jié	yī ɡe qián dǎ èrshísì ɡe jié
一個鍋裡吃飯的	一个锅里吃饭的	1000010438				yí ɡe ɡuō lǐ chī fàn de	yī ɡe ɡuō lǐ chī fàn de
一個蘿蔔一個坑	一个萝卜一个坑	1000010439				yíɡe luóbo yíɡe kēnɡ	yīɡe luóbo yīɡe kēnɡ
一個蘿蔔兩頭切	一个萝卜两头切	1000010441		★		yí ɡe luóbo liǎnɡ tóu qiē	yī ɡe luóbo liǎnɡ tóu qiē
一息	一息	1000010442				yìxí	yīxí
一息尚存	一息尚存	1000010443				yìxí-shànɡcún	yīxī-shànɡcún
一般	一般	1000010445				yìbān	yībān
一般見識	一般见识	1000010447				yìbān-jiànshì	yībān-jiànshi
一般性	一般性	1000010448				yìbānxìnɡ	yībānxìnɡ
一脈相承	一脉相承	1000010450				yímài-xiānɡchénɡ	yīmài-xiānɡchénɡ
一脈相通	一脉相通	1000010451				yímài-xiānɡtōnɡ	yīmài-xiānɡtōnɡ
一脈相傳	一脉相传	1000010452				yímài-xiānɡchuán	yīmài-xiānɡchuán
一展身手	一展身手	1000010453				yìzhǎn-shēnshǒu	yīzhǎn-shēnshǒu
一展長才	一展长才	1000010454				yìzhǎnchánɡcái	yīzhǎnchánɡcái
一紙空文	一纸空文	1000010455				yìzhǐ-kōnɡwén	yīzhǐ-kōnɡwén
一級市場	一级市场	1000010457				yìjí shìchǎnɡ	yījí shìchǎnɡ
一級棒	一级棒	1000010458				yìjíbànɡ	yījíbànɡ
一陣	一阵	1000010459				yízhèn	yīzhèn
一陣子	一阵子	1000010460				yízhènzi	yīzhènzi
一陣風	一阵风	1000010461				yízhènfēnɡ	yīzhènfēnɡ
一陣陣	一阵阵	1000010462				yízhènzhèn	yīzhènzhèn
一清二白	一清二白	1000010463				yìqīnɡ-èrbái	yīqīnɡ-èrbái
一清二楚	一清二楚	1000010464				yìqīnɡ-èrchǔ	yīqīnɡ-èrchǔ
一清早	一清早	1000010465				yìqīnɡzǎo	yīqīnɡzǎo
一宿		1000010467				yìxiǔ	yīxiǔ
一部分		1000010468				yíbùfèn	yībùfen
一毫		1000010469				yìháo	yīháo
一庹		1000010470				yìtuǒ	yītuǒ
一望而知	一望而知	1000010471				yíwànɡ’érzhī	yīwànɡ’érzhī
一望無垠	一望无垠	1000010472				yíwànɡ-wúyín	yīwànɡ-wúyín
一望無際	一望无际	1000010473				yíwànɡ-wújì	yīwànɡ-wújì
一剪梅	一剪梅	1000010474				yìjiǎnméi	yījiǎnméi
一帶	一带	1000010475				yídài	yīdài
一乾二淨	一干二净	1000010476				yìɡān-èrjìnɡ	yīɡān-èrjìnɡ
一連	一连	1000010477				yìlián	yīlián
一連串	一连串	1000010478				yìliánchuàn	yīliánchuàn
一副		1000010480				yífù	yīfù
一票式	一票式	1000010481		★		yípiàoshì	yīpiàoshì
一探究竟	一探究竟	1000010482				yítàn-jiùjìnɡ	yītàn-jiūjìnɡ
一捧		1000010483				yìpěnɡ	yīpěnɡ
一捧雪	一捧雪	1000010484				yìpěnɡxuě	yīpěnɡxuě
一推六二五		1000010485				yī tuī liù èr wǔ	
一頂	一顶	1000010487				yìdǐnɡ	yīdǐnɡ
一掃而光	一扫而光	1000010488				yìsǎo’érɡuānɡ	yīsǎo’érɡuānɡ
一掃而空	一扫而空	1000010489				yìsǎo’érkōnɡ	yīsǎo’érkōnɡ
一堂		1000010490				yìtánɡ	yītánɡ
一處	一处	1000010491				yíchù	yīchù
一圈	一圈	1000010492				yìquān	yīquān
一敗塗地	一败涂地	1000010493				yíbài-túdì	yībài-túdì
一眼		1000010494				yìyǎn	yīyǎn
一眼井		1000010495				yìyǎnjǐnɡ	yīyǎnjǐnɡ
一問三不知	一问三不知	1000010496				yíwèn sānbùzhī	yīwèn sānbùzhī
一唱一和		1000010497				yíchànɡ-yíhè	yīchànɡ-yīhè
一唱三歎	一唱三叹	1000010498				yíchànɡ-sāntàn	yīchànɡ-sāntàn
一唱百和		1000010499				yíchànɡ-bǎihè	yīchànɡ-bǎihè
一國三公	一国三公	1000010500				yìɡuó-sānɡōnɡ	yīɡuó-sānɡōnɡ
一國兩制	一国两制	1000010501				yìɡuó-liǎnɡzhì	yīɡuó-liǎnɡzhì
一敘	一叙	1000010502				yíxù	yīxù
一貧如洗	一贫如洗	1000010503				yìpín-rúxǐ	yīpín-rúxǐ
一造	一造	1000010504				yízào	yīzào
一動不如一靜	一动不如一静	1000010506				yídònɡ bùrú yíjìnɡ	yīdònɡ bùrú yījìnɡ
一條心	一条心	1000010508				yìtiáoxīn	yītiáoxīn
一條街	一条街	1000010509				yìtiáojiē	yītiáojiē
一條道跑到黑	一条道跑到黑	1000010510		★		yìtiáodào pǎodàohēi	yītiáodào pǎodàohēi
一條龍	一条龙	1000010511				yìtiáolónɡ	yītiáolónɡ
一條鞭	一条鞭	1000010512				yìtiáobiān	yītiáobiān
一條蟲	一条虫	1000010513				yìtiáochónɡ	yītiáochónɡ
一側	一侧	1000010514				yícè	yīcè
一偏之論	一偏之论	1000010516				yìpiānzhīlùn	yīpiānzhīlùn
一得		1000010517				yìdé	yīdé
一得之見	一得之见	1000010518				yìdézhījiàn	yīdézhījiàn
一得之愚	一得之愚	1000010519				yìdézhīyú	yīdézhīyú
一斛珠	一斛珠	1000010520				yìhúzhū	yīhúzhū
一通	一通	1000010521	1			yìtōnɡ	yītōnɡ
一通	一通	1000010521	2			yìtōnɡ	yītònɡ
一張一弛	一张一弛	1000010523				yìzhānɡ-yìchí	yīzhānɡ-yīchí
一統	一统	1000010524				yìtǒnɡ	yītǒnɡ
一統天下	一统天下	1000010525				yìtǒnɡ-tiānxià	yītǒnɡ-tiānxià
一貫	一贯	1000010526				yíɡuàn	yīɡuàn
一貫作業	一贯作业	1000010527		▲		yíɡuàn zuòyè	yīɡuàn zuòyè
一貫道	一贯道	1000010530				yíɡuàndào	yīɡuàndào
一陰生	一阴生	1000010531				yìyīnshēnɡ	yīyīnshēnɡ
一窗式	一窗式	1000010532		★		yìchuānɡshì	yīchuānɡshì
一廂情願	一厢情愿	1000010533				yìxiānɡ-qínɡyuàn	yīxiānɡ-qínɡyuàn
一視同仁	一视同仁	1000010534				yíshì-tónɡrén	yīshì-tónɡrén
一愣		1000010535				yílènɡ	yīlènɡ
一尊		1000010536				yìzūn	yīzūn
一勞永逸	一劳永逸	1000010537				yìláo-yǒnɡyì	yīláo-yǒnɡyì
一斑		1000010538				yìbān	yībān
一琴一鶴	一琴一鹤	1000010539				yìqín-yíhè	yīqín-yīhè
一場官司一場火，任你好漢無處躲	一场官司一场火，任你好汉无处躲	1000010540				yì chǎnɡ ɡuānsī yì chǎnɡ huǒ,rèn nǐ hǎohàn wú chù duǒ	yī chánɡ ɡuānsi yī chánɡ huǒ,rèn nǐ hǎohàn wú chù duǒ
一場空	一场空	1000010541				yìchǎnɡkōnɡ	yīchǎnɡkōnɡ
一場春夢	一场春梦	1000010542				yìchǎnɡ-chūnmènɡ	yīchǎnɡ-chūnmènɡ
一朝		1000010543				yìzhāo	yīzhāo
一朝一夕		1000010544				yìzhāo-yíxì	yīzhāo-yīxī
一朝之忿	一朝之忿	1000010545				yìzhāozhīfèn	yīzhāozhīfèn
一朝天子一朝臣	一朝天子一朝臣	1000010546				yìcháo tiānzǐ yìcháo chén	yīcháo tiānzǐ yīcháo chén
一棍子打死	一棍子打死	1000010547				yí ɡùnzi dǎsǐ	yī ɡùnzi dǎsǐ
一軸四館	一轴四馆	1000010549		★		yìzhóu-sìɡuǎn	yīzhóu-sìɡuǎn
一粟	一粟	1000010550				yísù	yīsù
一揮而就	一挥而就	1000010551				yìhuī’érjiù	yīhuī’érjiù
一握		1000010552				yíwò	yīwò
一著	一着	1000010553	1			yìzhāo	yīzhāo
一著	一着	1000010553	2			yìzhuó	yīzhāo
一著不慎，滿盤皆輸	一着不慎，满盘皆输	1000010554				yìzhuó-búshèn,mǎnpán-jiēshū	yīzhāo-bùshèn,mǎnpán-jiēshū
一間	一间	1000010555	1			yìjiān	yījiān
一間	一间	1000010555	2			yíjiàn	yījiàn
一飯三遺矢	一饭三遗矢	1000010556				yí fàn sān yíshǐ	yī fàn sān yíshǐ
一飯千金	一饭千金	1000010557				yífàn-qiānjīn	yīfàn-qiānjīn
一飲一啄	一饮一啄	1000010558				yìyǐn-yìzhuó	yīyǐn-yīzhuó
一番	一番	1000010560				yìfān	yīfān
一等	一等	1000010561				yìděnɡ	yīděnɡ
一等一	一等一	1000010562				yìděnɡyī	yīděnɡyī
一筆	一笔	1000010563				yìbǐ	yībǐ
一筆一畫	一笔一画	1000010564				yìbǐ-yíhuà	yībǐ-yīhuà
一筆勾銷	一笔勾销	1000010565				yìbǐ-ɡōuxiāo	yībǐ-ɡōuxiāo
一筆抹殺	一笔抹杀	1000010566				yìbǐ-mǒshā	yībǐ-mǒshā
一筆畫	一笔画	1000010568				yìbǐhuà	yībǐhuà
一無	一无	1000010569				yìwú	yīwú
一無可取	一无可取	1000010570				yìwú-kěqǔ	yīwú-kěqǔ
一無長物	一无长物	1000010571				yìwúzhànɡwù	yīwúchánɡwù
一無所有	一无所有	1000010572				yìwúsuǒyǒu	yīwúsuǒyǒu
一無所長	一无所长	1000010574				yìwúsuǒchánɡ	yīwúsuǒchánɡ
一無所知	一无所知	1000010575				yìwúsuǒzhī	yīwúsuǒzhī
一無所得	一无所得	1000010576				yìwúsuǒdé	yīwúsuǒdé
一無所獲	一无所获	1000010577				yìwúsuǒhuò	yīwúsuǒhuò
一無是處	一无是处	1000010578				yìwú-shìchù	yīwú-shìchù
一程	一程	1000010579				yìchénɡ	yīchénɡ
一程子	一程子	1000010580				yìchénɡzi	yīchénɡzi
一傅眾咻	一傅众咻	1000010581				yífù-zhònɡxiū	yīfù-zhònɡxiū
一週	一周	1000010582				yìzhōu	yīzhōu
一發	一发	1000010584				yìfā	yīfā
一發不可收拾	一发不可收拾	1000010585				yìfā bùkě shōushí	yīfā bùkě shōushi
一費制	一费制	1000010586		★		yífèizhì	yīfèizhì
一費通	一费通	1000010587		★		yífèitōnɡ	yīfèitōnɡ
一絲一毫	一丝一毫	1000010589				yìsī-yìháo	yīsī-yīháo
一絲不苟	一丝不苟	1000010590				yìsī-bùɡǒu	yīsī-bùɡǒu
一絲不掛	一丝不挂	1000010592				yìsī-búɡuà	yīsī-bùɡuà
一絲絲	一丝丝	1000010593				yìsīsī	yīsīsī
一陽生	一阳生	1000010594				yìyánɡshēnɡ	yīyánɡshēnɡ
一陽來復	一阳来复	1000010595				yìyánɡ-láifù	yīyánɡ-láifù
一隅	一隅	1000010596				yìyú	yīyú
一隅三反	一隅三反	1000010597				yìyú-sānfǎn	yīyú-sānfǎn
一隅之見	一隅之见	1000010598				yìyúzhījiàn	yīyúzhījiàn
一溜		1000010600				yíliù	yīliù
一溜煙	一溜烟	1000010602				yíliùyān	yīliùyān
一新耳目	一新耳目	1000010604				yìxīn-ěrmù	yīxīn-ěrmù
一意	一意	1000010605				yíyì	yīyì
一意孤行	一意孤行	1000010606				yíyì-ɡūxínɡ	yīyì-ɡūxínɡ
一道	一道	1000010608				yídào	yīdào
一鼓		1000010609				yìɡǔ	yīɡǔ
一鼓作氣	一鼓作气	1000010610				yìɡǔ-zuòqì	yīɡǔ-zuòqì
一塌糊塗	一塌糊涂	1000010611				yìtā-hútú	yītā-hútú
一塊	一块	1000010612				yíkuài	yīkuài
一塊肉	一块肉	1000010613				yíkuàiròu	yīkuàiròu
一概		1000010615				yíɡài	yīɡài
一概而論	一概而论	1000010616				yíɡài’érlùn	yīɡài’érlùn
一椽		1000010617				yìchuán	yīchuán
一碗水端平	一碗水端平	1000010619				yì wǎn shuǐ duān pínɡ	yī wǎn shuǐ duān pínɡ
一頓	一顿	1000010621				yídùn	yīdùn
一落	一落	1000010622				yíluò	yīluò
一落千丈	一落千丈	1000010623				yíluò-qiānzhànɡ	yīluò-qiānzhànɡ
一葉	一叶	1000010624				yíyè	yīyè
一葉知秋	一叶知秋	1000010625				yíyè-zhīqiū	yīyè-zhīqiū
一葉扁舟	一叶扁舟	1000010626				yíyè piānzhōu	yīyè piānzhōu
一葉障目	一叶障目	1000010627				yíyè-zhànɡmù	yīyè-zhànɡmù
一葉障目，不見泰山	一叶障目，不见泰山	1000010628				yíyè-zhànɡmù,bújiàn-tàishān	yīyè-zhànɡmù,bùjiàn-tàishān
一葉蔽目	一叶蔽目	1000010629				yíyè-bìmù	yīyè-bìmù
一葉蘭	一叶兰	1000010630				yíyèlán	yīyèlán
一萼紅	一萼红	1000010631				yí’èhónɡ	yī’èhónɡ
一葦	一苇	1000010632				yìwěi	yīwěi
一粲	一粲	1000010633				yícàn	yīcàn
一睹		1000010634				yìdǔ	yīdǔ
一路		1000010635				yílù	yīlù
一路平安	一路平安	1000010636				yílù-pínɡ’ān	yīlù-pínɡ’ān
一路哭		1000010637				yílùkū	yīlùkū
一路貨	一路货	1000010638				yílùhuò	yīlùhuò
一路順風	一路顺风	1000010639				yílù-shùnfēnɡ	yīlù-shùnfēnɡ
一路福星	一路福星	1000010640				yílù-fúxīnɡ	yīlù-fúxīnɡ
一會	一会	1000010641				yìhuǐ	yīhuì
一會兒	一会儿	1000010642				yìhuěr	yīhuìr
一會兒風，一會兒雨	一会儿风，一会儿雨	1000010643				yìhuěr fēnɡ,yìhuěr yǔ	yīhuìr fēnɡ,yīhuìr yǔ
一飽眼福	一饱眼福	1000010644				yìbǎo-yǎnfú	yībǎo-yǎnfú
一節兒	一节儿	1000010645				yìjiér	yījiér
一腳門裡，一腳門外	一脚门里，一脚门外	1000010646				yìjiǎo ménlǐ,yìjiǎo ménwài	yījiǎo ménlǐ,yījiǎo ménwài
一群		1000010647				yìqún	yīqún
一經	一经	1000010648				yìjīnɡ	yījīnɡ
一窩風	一窝风	1000010649				yìwōfēnɡ	yīwōfēnɡ
一窩蜂	一窝蜂	1000010650				yìwōfēnɡ	yīwōfēnɡ
一端		1000010651				yìduān	yīduān
一齊	一齐	1000010652				yìqí	yīqí
一語中的	一语中的	1000010653				yìyǔ-zhònɡdì	yīyǔ-zhònɡdì
一語成讖	一语成谶	1000010654				yìyǔ-chénɡchèn	yīyǔ-chénɡchèn
一語破的	一语破的	1000010655				yìyǔ-pòdì	yīyǔ-pòdì
一語道破	一语道破	1000010656				yìyǔ-dàopò	yīyǔ-dàopò
一誤再誤	一误再误	1000010658				yíwù-zàiwù	yīwù-zàiwù
一塵不染	一尘不染	1000010660				yìchén-bùrǎn	yīchén-bùrǎn
一截		1000010661				yìjié	yījié
一榜		1000010662				yìbǎnɡ	yībǎnɡ
一摺式	一折式	1000010663		★		yìzhéshì	yīzhéshì
一幕	一幕	1000010664				yímù	yīmù
一對	一对	1000010665				yíduì	yīduì
一團火	一团火	1000010667				yìtuánhuǒ	yītuánhuǒ
一團和氣	一团和气	1000010668				yìtuán-héqì	yītuán-héqì
一團亂麻	一团乱麻	1000010669				yìtuán-luànmá	yītuán-luànmá
一團漆黑	一团漆黑	1000010670				yìtuán-qīhēi	yītuán-qīhēi
一團糟	一团糟	1000010671				yìtuánzāo	yītuánzāo
一鳴驚人	一鸣惊人	1000010672				yìmínɡ-jīnɡrén	yīmínɡ-jīnɡrén
一領	一领	1000010673				yìlǐnɡ	yīlǐnɡ
一鼻孔出氣	一鼻孔出气	1000010674				yì bíkǒnɡ chūqì	yī bíkǒnɡ chūqì
一網打盡	一网打尽	1000010676				yìwǎnɡ-dǎjìn	yīwǎnɡ-dǎjìn
一綱多本	一纲多本	1000010677		▲		yìɡānɡ-duōběn	yīɡānɡ-duōběn
一潭死水	一潭死水	1000010678				yìtán-sǐshuǐ	yītán-sǐshuǐ
一窮二白	一穷二白	1000010680				yìqiónɡ-èrbái	yīqiónɡ-èrbái
一樣	一样	1000010682				yíyànɡ	yīyànɡ
一樣米養百樣人	一样米养百样人	1000010683				yí yànɡ mǐ yǎnɡ bǎi yànɡ rén	yī yànɡ mǐ yǎnɡ bǎi yànɡ rén
一模一樣	一模一样	1000010684				yìmó-yíyànɡ	yīmú-yīyànɡ
一輪	一轮	1000010685				yìlún	yīlún
一撮	一撮	1000010687	2			yícuò	yīzuǒ
一撮	一撮	1000010687	1			yícuò	yīcuō
一髮	一发	1000010688				yìfǎ	yīfà
一髮千鈞	一发千钧	1000010689				yìfǎ-qiānjūn	yīfà-qiānjūn
一瞑不視	一瞑不视	1000010690				yìmínɡ-búshì	yīmínɡ-bùshì
一暴十寒		1000010691				yípù-shíhán	yīpù-shíhán
一箭之地	一箭之地	1000010693				yíjiànzhīdì	yījiànzhīdì
一箭中的	一箭中的	1000010694				yíjiàn-zhònɡdì	yījiàn-zhònɡdì
一箭雙雕	一箭双雕	1000010695				yíjiàn-shuānɡdiāo	yījiàn-shuānɡdiāo
一箭雙鵰	一箭双雕	1000010696				yíjiàn-shuānɡdiāo	yījiàn-shuānɡdiāo
一輩	一辈	1000010697				yíbèi	yībèi
一輩子	一辈子	1000010698				yíbèizi	yībèizi
一價吃到飽	一价吃到饱	1000010699				yíjià chīdàobǎo	yījià chīdàobǎo
一盤散沙	一盘散沙	1000010700				yìpán-sǎnshā	yīpán-sǎnshā
一盤棋	一盘棋	1000010701				yìpánqí	yīpánqí
一層	一层	1000010702				yìcénɡ	yīcénɡ
一彈指	一弹指	1000010703				yìtánzhǐ	yītánzhǐ
一線	一线	1000010704				yíxiàn	yīxiàn
一線天	一线天	1000010705				yíxiàntiān	yīxiàntiān
一線生機	一线生机	1000010706				yíxiàn-shēnɡjī	yīxiàn-shēnɡjī
一線曙光	一线曙光	1000010708				yíxiàn-shùɡuānɡ	yīxiàn-shǔɡuānɡ
一窺堂奧	一窥堂奥	1000010709				yìkuī-tánɡ’ào	yīkuī-tánɡ’ào
一親芳澤	一亲芳泽	1000010710				yìqīn-fānɡzé	yīqīn-fānɡzé
一龍一蛇	一龙一蛇	1000010711				yìlónɡ-yìshé	yīlónɡ-yīshé
一龍九種	一龙九种	1000010712				yìlónɡ-jiǔzhǒnɡ	yīlónɡ-jiǔzhǒnɡ
一諾千金	一诺千金	1000010713				yínuò-qiānjīn	yīnuò-qiānjīn
一瘸一拐	一瘸一拐	1000010714				yìqué-yìɡuǎi	yīqué-yīɡuǎi
一瞥		1000010715				yìpiē	yīpiē
一樹百穫	一树百获	1000010717				yíshù-bǎihuò	yīshù-bǎihuò
一頭	一头	1000010719				yìtóu	yītóu
一頭兒沉	一头儿沉	1000010720				yìtóurchén	yītóurchén
一頭栽到陰溝裡	一头栽到阴沟里	1000010721				yì tóu zāi dào yīnɡōu lǐ	yī tóu zāi dào yīnɡōu lǐ
一頭熱	一头热	1000010722				yìtóurè	yītóurè
一頭霧水	一头雾水	1000010723				yìtóu-wùshuǐ	yītóu-wùshuǐ
一瓢	一瓢	1000010726				yìpiáo	yīpiáo
一瓢飲	一瓢饮	1000010727				yìpiáoyǐn	yīpiáoyǐn
一擁而上	一拥而上	1000010729				yìyǒnɡ’érshànɡ	yīyōnɡ’érshànɡ
一錯再錯	一错再错	1000010730				yícuò-zàicuò	yīcuò-zàicuò
一錢不名	一钱不名	1000010731				yìqián-bùmínɡ	yīqián-bùmínɡ
一錢不值	一钱不值	1000010732				yìqián-bùzhí	yīqián-bùzhí
一錐子扎不出血	一锥子扎不出血	1000010733		★		yì zhuīzi zhā bù chū xiě	yī zhuīzi zhā bù chū xiě
一壁廂	一壁厢	1000010735				yíbìxiānɡ	yībìxiānɡ
一應	一应	1000010736				yìyīnɡ	yīyīnɡ
一應俱全	一应俱全	1000010737				yìyīnɡ-jùquán	yīyīnɡ-jùquán
一聲不響	一声不响	1000010738				yìshēnɡ-bùxiǎnɡ	yīshēnɡ-bùxiǎnɡ
一舉	一举	1000010740				yìjǔ	yījǔ
一舉一動	一举一动	1000010741				yìjǔ-yídònɡ	yījǔ-yīdònɡ
一舉成名	一举成名	1000010742				yìjǔ-chénɡmínɡ	yījǔ-chénɡmínɡ
一舉兩得	一举两得	1000010743				yìjǔ-liǎnɡdé	yījǔ-liǎnɡdé
一舉數得	一举数得	1000010744				yìjǔ-shùdé	yījǔ-shùdé
一點	一点	1000010745				yìdiǎn	yīdiǎn
一點兒	一点儿	1000010747				yìdiǎr	yīdiǎnr
一點通	一点通	1000010748				yìdiǎntōnɡ	yīdiǎntōnɡ
一點點	一点点	1000010749				yìdiǎndiǎn	yīdiǎndiǎn
一點靈犀	一点灵犀	1000010750				yìdiǎn-línɡxī	yīdiǎn-línɡxī
一瞬		1000010751				yíshùn	yīshùn
一瞬間	一瞬间	1000010752				yíshùnjiān	yīshùnjiān
一鍋煮	一锅煮	1000010753		★		yìɡuōzhǔ	yīɡuōzhǔ
一鍋粥	一锅粥	1000010754				yìɡuōzhōu	yīɡuōzhōu
一錘子買賣	一锤子买卖	1000010755				yì chuízi mǎimài	yī chuízi mǎimɑi
一鍵式	一键式	1000010757		★		yíjiànshì	yījiànshì
一償夙願	一偿夙愿	1000010758				yìchánɡ-sùyuàn	yīchánɡ-sùyuàn
一償宿願	一偿夙愿	1000010759				yìchánɡ-sùyuàn	yīchánɡ-sùyuàn
一臂之力	一臂之力	1000010760				yíbìzhīlì	yībìzhīlì
一牆難擋八面風	一墙难挡八面风	1000010761		★		yì qiánɡ nán dǎnɡ bā miàn fēnɡ	yī qiánɡ nán dǎnɡ bā miàn fēnɡ
一總	一总	1000010762				yìzǒnɡ	yīzǒnɡ
一瀉千里	一泻千里	1000010763				yíxiè-qiānlǐ	yīxiè-qiānlǐ
一竅不通	一窍不通	1000010764				yíqiào-bùtōnɡ	yīqiào-bùtōnɡ
一轉眼	一转眼	1000010765				yìzhuǎnyǎn	yīzhuǎnyǎn
一擲	一掷	1000010766				yìzhí	yīzhì
一擲千金	一掷千金	1000010767				yìzhí-qiānjīn	yīzhì-qiānjīn
一薰一蕕	一薰一莸	1000010768				yìxūn-yìyóu	yīxūn-yīyóu
一簣	一篑	1000010770				yíkuì	yīkuì
一簞一瓢	一箪一瓢	1000010771				yìdān-yìpiáo	yīdān-yīpiáo
一瓣心香	一瓣心香	1000010773				yíbàn-xīnxiānɡ	yībàn-xīnxiānɡ
一瓣香	一瓣香	1000010774				yíbànxiānɡ	yībànxiānɡ
一曝十寒		1000010776				yípù-shíhán	yīpù-shíhán
一蹴可幾	一蹴可几	1000010777				yícùkějī	yīcùkějī
一蹴而就		1000010778				yícù’érjiù	yīcù’érjiù
一蹶不振		1000010779				yìjué-búzhèn	yījué-bùzhèn
一邊	一边	1000010780				yìbiān	yībiān
一邊倒	一边倒	1000010781				yìbiāndǎo	yībiāndǎo
一蟹不如一蟹	一蟹不如一蟹	1000010782				yí xiè bùrú yí xiè	yī xiè bùrú yī xiè
一闡提迦	一阐提迦	1000010784				yìchǎntíjiā	yīchǎntíjiā
一籌	一筹	1000010785				yìchóu	yīchóu
